C_gelbe     [ppm];Stahl-   gewicht;Kohle Summe  [kg];O2 [m³]  gesamt;Celox    t [min];Desox   t [min];Zugabe   C ges.  [ppm];Spülgas TR Summe;RH_RH1;RH_RH2;RH_RH3;RH_RH4;BH2;BH3;BH4;BH5;BH6;BH7;BH9;BH10;BH11;BH12;BH13;BH20;BH22;BH23;BH24;MW VT   [ppm]
22.0;176.0;0.0;0.0;15.5;19.9;9.7;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.5
19.0;169.8;0.0;0.0;17.4;20.6;7.7;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
14.0;179.4;0.0;0.0;20.2;24.3;11.1;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;35.0
14.0;173.8;0.0;0.0;17.8;21.6;13.5;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;32.0
19.0;175.1;0.0;0.0;17.5;21.3;11.7;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
18.0;176.6;0.0;0.0;16.0;18.8;11.8;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
23.0;160.0;0.0;0.0;12.8;16.1;12.1;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
31.0;178.5;0.0;0.0;14.1;16.7;7.4;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
44.0;177.5;0.0;20.0;19.0;21.4;2.0;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;34.0
26.0;176.0;0.0;0.0;14.4;16.8;9.1;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
26.0;176.9;17.0;0.0;16.2;18.9;8.9;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
13.0;177.4;0.0;0.0;17.0;20.1;2.4;7.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;21.5
17.0;170.1;0.0;22.0;16.0;21.9;4.7;7.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
31.0;175.4;0.0;14.1;16.6;20.0;0.9;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;19.0
15.0;166.2;20.0;0.0;26.0;29.0;2.4;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;19.0
11.0;162.1;14.0;0.0;22.3;26.7;3.5;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;14.0
15.0;179.7;14.0;0.0;22.7;25.8;1.8;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;16.0
41.0;172.3;8.0;33.06;17.6;24.7;4.0;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;44.5
25.0;177.4;0.0;0.0;18.1;21.8;11.6;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;39.0
18.0;172.8;22.0;0.0;13.7;22.2;12.5;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.5
80.0;176.7;15.0;0.0;15.4;21.8;2.1;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;41.5
30.0;176.5;0.0;0.0;15.6;23.6;10.4;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
34.0;176.8;0.0;0.0;15.2;22.4;8.7;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
24.0;165.0;0.0;0.0;17.0;24.0;12.6;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;37.0
44.0;176.5;0.0;0.0;15.7;22.1;4.5;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;31.0
40.0;171.2;0.0;0.0;16.1;22.4;5.8;8.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
26.0;176.1;0.0;0.0;17.8;22.7;8.0;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
22.0;179.6;0.0;25.2;18.9;25.7;7.9;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
16.0;173.4;33.0;0.0;15.0;19.1;10.1;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
18.0;179.2;12.0;0.0;14.5;16.9;10.4;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
16.0;176.6;8.0;0.0;18.2;20.9;10.1;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
16.0;175.9;22.0;0.0;18.2;20.5;9.9;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
23.0;174.3;24.0;0.0;16.8;19.2;7.6;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
22.0;172.8;8.0;0.0;16.4;18.9;8.1;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.5
21.0;176.9;0.0;0.0;16.2;18.5;8.4;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
18.0;168.9;0.0;0.0;16.9;19.1;9.2;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
22.0;181.6;15.0;0.0;18.2;21.4;7.4;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
18.0;173.0;23.0;0.0;17.2;20.4;11.9;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
24.0;170.4;8.0;0.0;15.9;19.0;8.9;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
20.0;176.0;15.0;0.0;15.3;18.4;10.8;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
22.0;175.0;22.0;0.0;14.3;17.5;10.3;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
17.0;166.8;0.0;0.0;16.1;19.2;12.2;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.33333333
40.0;178.1;0.0;26.3;19.3;22.4;1.8;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
12.0;176.4;23.0;0.0;18.4;21.7;13.5;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.5
20.0;176.6;0.0;15.1;15.0;18.9;13.2;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
18.0;175.7;0.0;20.0;17.4;20.5;11.8;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
35.0;171.9;15.0;0.0;13.2;21.6;7.3;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
27.0;175.1;19.0;0.0;15.3;21.7;10.0;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
32.0;176.0;20.0;0.0;14.5;22.1;7.0;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
33.0;172.6;16.0;0.0;13.9;20.2;8.9;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
49.0;167.8;8.0;0.0;14.5;21.8;2.2;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;21.5
26.0;175.5;18.0;0.0;15.7;18.3;8.2;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.5
28.0;171.7;18.0;0.0;16.1;19.3;8.0;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
19.0;169.2;23.0;0.0;16.0;18.8;10.4;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
20.0;175.3;0.0;0.0;14.4;18.3;12.8;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
19.0;175.4;0.0;0.0;14.5;18.0;15.3;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
27.0;178.1;0.0;225.46;17.3;21.3;0.4;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
28.0;180.4;0.0;33.04;16.3;19.1;4.2;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
16.0;169.7;0.0;22.26;14.5;19.0;12.6;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
17.0;166.8;0.0;0.0;15.8;20.2;7.5;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
20.0;169.0;0.0;0.0;14.9;18.2;8.2;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
23.0;173.1;0.0;20.2;15.4;18.3;7.2;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
19.0;178.6;0.0;25.3;16.3;19.3;8.2;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
17.0;174.8;0.0;0.0;16.5;19.4;9.1;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
25.0;179.8;0.0;0.0;22.0;24.0;6.4;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
23.0;181.9;0.0;0.0;15.9;18.3;9.7;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
40.0;176.3;0.0;0.0;13.6;23.2;1.8;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;17.5
27.0;178.2;21.0;0.0;15.8;19.3;8.4;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
23.0;175.8;22.0;0.0;12.3;16.2;12.2;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
27.0;178.4;0.0;0.0;16.0;23.0;7.8;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
14.0;174.5;0.0;47.1;21.7;25.0;12.6;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
26.0;179.4;0.0;0.0;15.2;19.5;9.9;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
27.0;177.5;0.0;84.4;16.5;19.6;6.2;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;33.0
30.0;173.9;0.0;0.0;15.0;17.3;7.4;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;31.0
19.0;176.2;0.0;0.0;16.9;19.2;10.9;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
21.0;175.1;0.0;0.0;16.7;19.2;10.6;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
19.0;175.6;0.0;0.0;16.2;19.0;11.5;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
18.0;175.9;8.0;0.0;15.3;17.8;11.9;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.5
8.0;172.2;0.0;18.1;20.5;23.4;3.2;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;15.0
14.0;177.6;8.0;0.0;19.2;22.2;3.0;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;15.0
10.0;178.6;0.0;23.0;20.2;23.6;4.0;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;16.0
11.0;173.6;0.0;29.5;22.3;25.2;9.4;4.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
19.0;175.6;0.0;30.1;20.2;23.2;6.9;6.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;21.66666667
19.0;177.1;0.0;0.0;22.0;25.0;6.7;6.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;21.66666667
35.0;178.6;0.0;0.0;19.6;22.6;0.8;6.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;14.5
28.0;177.6;16.0;20.2;16.3;21.6;5.5;6.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
20.0;167.3;0.0;0.0;15.6;18.8;5.7;6.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
16.0;175.0;0.0;0.0;16.5;19.4;8.7;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
16.0;165.8;0.0;84.5;23.9;27.1;7.6;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;20.0
17.0;166.1;0.0;0.0;15.2;34.0;10.2;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
49.0;177.1;0.0;23.0;15.0;17.4;0.7;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;40.5
24.0;153.5;25.0;0.0;15.6;18.7;8.8;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
14.0;178.7;10.0;0.0;17.2;20.6;12.3;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
26.0;176.4;15.0;0.0;16.5;20.1;7.9;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
15.0;179.6;0.0;0.0;18.3;21.5;11.3;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
11.0;176.2;0.0;72.5;24.2;27.5;1.0;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;15.0
20.0;180.3;15.0;0.0;20.4;23.7;0.8;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;18.0
18.0;173.7;0.0;25.5;19.7;23.1;1.0;6.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;16.0
14.0;175.7;0.0;58.1;18.9;22.4;9.1;6.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
12.0;174.5;0.0;33.3;23.8;27.0;9.1;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;20.0
20.0;176.4;0.0;0.0;14.4;19.4;9.3;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
18.0;178.3;0.0;40.06;20.7;23.7;4.8;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.5
