r;R;A;V
5.38;59.41;12618.32081;33943.28298
4.32;22.74;3878.233415;8376.984175
5.05;30.36;6052.75203;15283.19888
2.7;28.22;3008.018551;4060.825044
3.44;64.81;8801.571083;15138.70226
2.86;23.28;2628.504627;3758.761616
5.88;33.71;7825.20665;23006.10755
2.36;28.73;2676.747253;3158.561759
2.47;46.65;4548.920408;5617.916703
8.01;69.2;21882.57105;87639.69706
5.42;21.98;4703.127055;12745.47432
3.17;85.86;10745.08569;17030.96081
4.87;67.8;13035.2208;31740.76264
1.05;18.41;763.1375515;400.6472145
2.99;87.82;10366.31396;15497.63936
8.21;87.61;28395.96121;116565.4207
8.35;10.66;3514.013429;14671.00607
6.54;49.68;12826.82212;41943.70835
2.53;13.01;1299.443959;1643.796608
4.15;78.15;12803.73909;26567.75862
7.83;30.4;9397.126699;36789.75103
8.66;27.36;9353.921519;40502.48018
3.42;65.82;8886.765508;15196.36902
8.39;40.69;13477.50146;56538.11861
2.95;12.21;1421.992863;2097.439473
5.97;46.99;11074.89233;33058.55362
2.03;46.15;3698.515814;3753.993551
3.72;65.34;9595.813679;17848.21344
6.81;26.85;7218.569441;24579.22895
8.1;23.86;7629.835857;30900.83522
7.61;88.51;26591.12639;101179.2359
7.37;86.41;25141.50258;92646.43701
7.19;25.77;7314.809928;26296.74169
4.25;72.96;12241.46773;26013.11893
3.66;33.36;4820.220041;8821.002676
8.43;11.64;3873.827623;16328.18343
7.82;73.59;22718.795;88830.48844
5.14;17.14;3478.0328;8938.544295
7.14;74.84;21095.59248;75311.26516
7.32;23.46;6779.518116;24813.0363
8.87;69.56;24358.07312;108028.0543
7.94;10.83;3394.757025;13477.18539
6.41;25.66;6493.433815;20811.45538
3.67;14.75;2137.065441;3921.515084
1.69;10;667.1852575;563.7715426
5.35;58.56;12368.43032;33085.55111
7.95;85.95;26975.70145;107228.4132
2.43;42.15;4043.557184;4912.921978
1.19;47.09;2212.256035;1316.292341
2.05;75.35;6098.132471;6250.585783
5.12;32.54;6577.293869;16837.87231
3.68;84.79;12318.34011;22665.74579
8.88;63.64;22310.16969;99057.15341
1.98;48.46;3787.985752;3750.105894
8.78;21.96;7611.786324;33415.74196
4.42;66.19;11549.79796;25525.05349
7.52;80.26;23827.40423;89591.03992
6.02;24.85;5905.852838;17776.61704
4.91;44.26;8579.315487;21062.21952
2.39;55.65;5250.767716;6274.66742
3.8;52.19;7829.438736;14875.9336
5.62;66.19;14685.48971;41266.22609
4.54;73.15;13110.82196;29761.56586
5.03;77.37;15363.85921;38640.1059
6.49;11.86;3038.709073;9860.610941
8.56;89.17;30133.68666;128972.1789
3.3;12.03;1567.2537;2585.968606
2.81;16.43;1822.651427;2560.825256
1.87;17.19;1269.045577;1186.557615
2.94;36.7;4259.642303;6261.674185
1.83;48.91;3533.527611;3233.177764
1.32;48.89;2547.731784;1681.502978
1.32;81.9;4267.93277;2816.835628
8.65;59.75;20403.92666;88246.9828
4.04;34.19;5453.059075;11015.17933
4.43;54.19;9477.256043;20992.12214
6.8;12.26;3291.236719;11190.20484
1.47;12.06;699.881283;514.412743
8.91;31.63;11125.93793;49566.05347
1.15;63.77;2895.169494;1664.722459
1.66;15.17;994.1534078;825.1473285
8.66;41.98;14352.25239;62145.25284
4.96;22.84;4472.367808;11091.47216
1.11;68.78;3014.011375;1672.776313
3.74;23.98;3540.629779;6620.977686
5.24;50.26;10397.13081;27240.48272
2.21;75.4;6578.446639;7269.183536
2.5;11.04;1089.604326;1362.005407
4.86;85.41;16387.19901;39820.89359
3.12;86.21;10618.71527;16565.19582
8.28;79.84;26098.20281;108046.5596
2.33;16.63;1529.705777;1782.107231
7.98;59.94;18883.36408;75344.62269
7.73;88.01;26857.85047;103805.5921
6.01;23.98;5689.621649;17097.31306
6.76;41.72;11133.98758;37632.87801
4.68;38.04;7028.232147;16446.06322
2.05;64.74;5239.457149;5370.443578
7.91;69.38;21665.58977;85687.40755
3.93;80.88;12548.54665;24657.89418
2.99;73.68;8697.221729;13002.34649
6.37;45.94;11552.87728;36795.91412
3.35;78.64;10400.35225;17420.59001
7.21;69.86;19884.90785;71685.0928
2.98;22.91;2695.262631;4015.94132
8.48;89.06;29815.23795;126416.6089
7.44;70.02;20566.23428;76506.39151
1.65;47.95;3123.433705;2576.832806
2.38;49.95;4693.233763;5584.948178
1.1;16.56;719.1388551;395.5263703
7.55;46.29;13797.29243;52084.77892
4.98;36.9;7254.632976;18064.03611
4.03;22.95;3651.299627;7357.368748
1.61;51.43;3268.903778;2631.467541
3.95;69.18;10787.91187;21306.12595
7.58;57.04;17069.01497;64691.56672
4.38;21.85;3778.203;8274.26457
3.79;55.89;8362.4408;15846.82532
8.06;27.04;8604.021081;34674.20496
4.9;65.88;12744.10694;31223.06201
3;17.86;2115.253615;3172.880423
1.81;77;5502.107062;4979.406891
7.03;13.88;3852.161868;13540.34896
6.67;37.27;9813.975363;32729.60784
6.29;74.37;18467.50238;58080.29498
3.87;66.99;10234.83109;19804.39815
5.22;86.84;17895.7562;46707.92367
4.2;89.83;14894.65426;31278.77395
6.58;16.96;4405.665074;14494.63809
8.1;79.62;25460.50004;103115.0252
7.35;35.79;10385.05436;38165.07477
4.88;14.26;2747.255707;6703.303925
2.59;35.54;3633.933071;4705.943327
4.6;21.86;3969.791761;9130.521049
6.77;26.98;7210.914576;24408.94584
8.86;16.24;5680.407387;25164.20472
6.38;39.43;9931.324959;31680.92662
1.05;32.81;1360.051226;714.0268935
8.16;16.55;5331.481341;21752.44387
6.76;83.11;22179.9067;74968.08465
2.75;21.15;2296.163464;3157.224763
3.28;49.42;6399.356745;10494.94506
8.88;38.55;13514.40983;60003.97964
4.66;47.88;8808.456119;20523.70276
4.52;15.1;2694.480958;6089.526966
2.26;40.91;3650.040265;4124.5455
6.14;55.6;13477.30012;41375.31135
7.3;20.08;5786.904366;21122.20094
8.84;37.27;13006.82792;57490.17939
2.23;22.45;1976.42776;2203.716952
1.06;15.19;635.6577932;336.8986304
2.96;88.66;10360.46325;15333.48562
3.31;35.19;4598.402656;7610.356396
4.14;86.76;14180.1107;29352.82914
1.97;86.21;6704.765732;6604.194246
6.82;44.95;12102.46422;41269.403
8.51;36.02;12101.32724;51491.14742
3.68;16.34;2373.884625;4367.947709
6.37;56.91;14311.58567;45582.40036
5.1;42.83;8623.389193;21989.64244
6.27;76.93;19042.45816;59698.10632
2.57;83.91;8513.469434;10939.80822
5.64;51.35;11433.50244;32242.47687
8.92;36.72;12930.85565;57671.6162
5.97;55.09;12983.95017;38757.09127
2.05;31.63;2559.839815;2623.83581
3.44;38.12;5176.91544;8904.294557
4.43;79.33;13873.97531;30730.85531
5.86;30.41;7035.156661;20613.00902
3.34;41.5;5472.103464;9138.412785
7.61;66.85;20083.79617;76418.84443
3.3;78.55;10233.39802;16885.10673
6.67;17.92;4718.713134;15736.9083
6.85;54.12;14635.51793;50126.64891
8.63;24.54;8360.747176;36076.62406
2.85;32.92;3703.944096;5278.120337
8.24;67.86;22075.00465;90949.01916
6.1;42.75;10294.98435;31399.70227
7.98;57.11;17991.80719;71787.31067
4.98;88.04;17308.88583;43099.12572
7.66;35.59;10762.58252;41220.69105
5.8;29.13;6670.036568;19343.10605
8.87;64.61;22624.71398;100340.6065
3.19;15.36;1934.379297;3085.334979
6.75;55.49;14786.9374;49905.91373
4.49;15.54;2754.590797;6184.056339
3.98;88.84;13958.90523;27778.2214
1.64;15.72;1017.785189;834.5838546
3.32;49.7;6514.096818;10813.40072
4.44;28.84;5055.195583;11222.53419
4.43;60.91;10652.51274;23595.31573
1.59;58.98;3702.214942;2943.260879
6.08;31.91;7659.318339;23284.32775
6.34;76.93;19255.05338;61038.51923
2.88;69.96;7954.301075;11454.19355
7.1;50.58;14177.41037;50329.80683
2.06;49.42;4019.1082;4139.681446
2.57;63.33;6425.43224;8256.680429
4.78;37.36;7050.087399;16849.70888
1.92;83.65;6340.549695;6086.927707
3.81;51.34;7722.191667;14710.77513
2.25;20.72;1840.483829;2070.544307
8.21;31.26;10131.92269;41591.54266
7.7;86.32;26239.88296;101023.5494
2.22;72.68;6369.826889;7070.507847
6.2;26.95;6596.448798;20448.99127
3.92;61.91;9580.906629;18778.57699
7.63;53.54;16127.33627;61525.78787
1.02;16.39;659.9922898;336.5960678
1.63;40.97;2636.412154;2148.675905
1.93;79.1;6026.893667;5815.952388
2.75;22.06;2394.958204;3293.06753
6.22;48.82;11988.03208;37282.77977
4.02;18.92;3002.665278;6035.357208
8.25;62.78;20447.25422;84344.92367
3.39;70.24;9400.348138;15933.59009
5.26;76.78;15943.86427;41932.36304
1.01;57.98;2311.848239;1167.483361
5.73;53.92;12197.31507;34945.30767
1.09;50.02;2152.434389;1173.076742
1.12;45.58;2015.357427;1128.600159
7.19;47.23;13406.22712;48195.3865
5.58;71.56;15763.92165;43981.34139
1.86;62.56;4593.771838;4272.207809
8.39;41.81;13848.47225;58094.34109
6.18;53.81;13128.38196;40566.70027
5.33;37.76;7945.45791;21174.64533
1.42;89.68;5027.402777;3569.455972
6.18;84.25;20555.0303;63515.04363
8.18;77.51;25030.57217;102375.0402
6.84;82.71;22334.37785;76383.57226
7.66;80.54;24355.67283;93282.22696
7.75;79.67;24375.65286;94455.65484
2.77;34.58;3781.503396;5237.382203
6.97;82.81;22786.3781;79410.52768
3.23;67.72;8635.335362;13946.06661
5.53;57.16;12478.92252;34504.22076
7.63;77.71;23407.83156;89300.8774
5.14;18.92;3839.228738;9866.817856
4.89;79.76;15397.6251;37647.19336
1.71;52.77;3562.402126;3045.853818
6.19;45.82;11197.09778;34655.01762
6.08;13.71;3290.794561;10004.01546
6.52;67.27;17315.24975;56447.71419
5.27;61.39;12772.2669;33654.92328
2.15;52.83;4484.136324;4820.446549
4.86;11.01;2112.434856;5133.216701
3.61;21.99;3133.950755;5656.781113
9;42.31;15032.98664;67648.43988
7.62;75.12;22598.01473;86098.43611
5.27;68.72;14297.28264;37673.33976
3.78;38.75;5782.601219;10929.1163
4.59;83.2;15076.33394;34600.1864
8.2;79.01;25577.35615;104867.1602
6.21;35.78;8771.859625;27236.62414
6.26;49.2;12159.03679;38057.78517
4.56;62.02;11164.93866;25456.06014
2.19;57.44;4966.132273;5437.914839
8.53;75.84;25539.18842;108924.6386
7.22;50.21;14311.56593;51664.75301
4.48;64.58;11421.83262;25584.90506
2;53.51;4224.980252;4224.980252
6.26;13.5;3336.321072;10442.68495
4.17;57.91;9533.433832;19877.20954
1.24;80.29;3930.455465;2436.882389
6.17;65.17;15874.22829;48971.99428
7.33;48.92;14156.31311;51882.88754
6.82;63.95;17218.07758;58713.64453
3.49;85.35;11759.49547;20520.31959
4.46;19.5;3433.437979;7656.566693
1.54;39.17;2381.409211;1833.685093
2.52;63.12;6279.531852;7912.210134
4.23;44.91;7499.687357;15861.83876
6.8;48.68;13068.30371;44432.23261
8.56;44.96;15193.56905;65028.47554
1.51;88.08;5250.661124;3964.249149
8.57;52.69;17826.60975;76387.02277
2.12;38.8;3247.336718;3442.176922
4.37;28.77;4963.420105;10845.07293
3.88;12.74;1951.465556;3785.843179
1.5;55.51;3287.170442;2465.377831
4.97;40.39;7924.830437;19693.20363
7.72;85.58;26082.50619;100678.4739
7.64;44.41;13394.72706;51167.85736
6.98;17.61;4852.600239;16935.57484
1.21;73.66;3518.656091;2128.786935
7.91;68.15;21281.4924;84168.30246
5.63;66.32;14740.51473;41494.54897
2.67;39.91;4206.808336;5616.089129
8.89;65.44;22967.02739;102088.4368
5.74;86.92;19696.60369;56529.2526
3.54;27.86;3893.535249;6891.557391
5.58;62.71;13814.35895;38542.06147
5.23;42.25;8723.447242;22811.81454
2.36;88.54;8249.189063;9734.043095
3.69;62.71;9135.301886;16854.63198
5.3;31.36;6561.628833;17388.31641
8.61;25.43;8643.890335;37211.94789
8.85;36.35;12700.10825;56197.97899
1.72;81.27;5518.466918;4745.881549
3.75;81.65;12087.79799;22664.62123
6.93;44.23;12100.68375;41928.86918
6.29;45.83;11380.47108;35791.58154
4.94;22.12;4313.917231;10655.37556
4.09;28.04;4527.527053;9258.792824
7.25;41.31;11823.68738;42860.86674
4.27;10.61;1788.557866;3818.571044
3.74;16.61;2452.454571;4586.090048
2.36;56.03;5220.262743;6159.910036
1.28;22.5;1136.978427;727.6661933
3.28;47.94;6207.712715;10180.64885
4.12;53.69;8732.736514;17989.43722
4.01;76.97;12185.00175;24430.92851
8.64;23.61;8053.218198;34789.90262
6.16;81.98;19936.47456;61404.34164
7;40.83;11283.32654;39491.64287
8.26;63.19;20605.73638;85101.69126
2.53;34.27;3422.901189;4329.970005
5.52;20;4358.417304;12029.23176
7.37;41.9;12191.05379;44924.03322
3.12;71.07;8753.881154;13656.0546
4.29;34.23;5797.275346;12435.15562
3.28;83.81;10852.49067;17798.0847
8.81;24.87;8649.906846;38102.83966
2.81;33.73;3741.815742;5257.251118
3.24;68.29;8734.978888;14150.6658
2.54;83.28;8350.91705;10605.66465
8.73;18.65;6427.658823;28056.73076
8.4;30.38;10074.57635;42313.22065
8.33;16.38;5386.648481;22435.39093
6.98;84.81;23370.18889;81561.95922
7.43;26.67;7822.968223;29062.32695
2.01;55.57;4409.569489;4431.617337
4.7;21.54;3996.716041;9392.282697
7;26.14;7223.760853;25283.16299
8.92;32.03;11279.28395;50305.6064
6.6;40.78;10625.53714;35064.27257
5.15;11.77;2393.004022;6161.985357
7.18;85.89;24345.95325;87401.97216
1.46;45.19;2604.68335;1901.418845
8.05;79.86;25379.60876;102152.9253
3.86;72.97;11119.65691;21460.93784
4.11;67.46;10945.80975;22493.63904
6.37;43.7;10989.56763;35001.7729
5.32;18.34;3851.861832;10245.95247
6.37;21.07;5298.631349;16876.14085
4.26;68.21;11471.4254;24434.13611
7.08;20.72;5791.389114;20501.51746
8.19;12.55;4057.769414;16616.56575
3.6;56.39;8014.276687;14425.69804
1.2;42.49;2012.925557;1207.755334
5.65;51.91;11578.68432;32709.78319
2.54;13.45;1348.701181;1712.850499
4.34;66.3;11359.59884;24650.32948
7.8;19.86;6115.522714;23850.53859
4.65;48.96;8987.814465;20896.66863
5.99;63.11;14923.98278;44697.32843
6.23;27.45;6751.342369;21030.43148
1.45;22.87;1309.163545;949.1435704
4.47;42.1;7429.324974;16604.54132
7.43;42.84;12566.0277;46682.7929
3.58;41.04;5800.295445;10382.52885
4.63;12.76;2332.337538;5399.3614
3.7;22.57;3296.803176;6099.085875
4.44;68.41;11991.19035;26620.44259
8.61;83.73;28460.59527;122522.8626
3.57;65.49;9230.026401;16475.59713
4.29;58.56;9917.862819;21273.81575
3.42;30.19;4076.138722;6970.197215
1.65;67.05;4367.596036;3603.266729
1.65;25.85;1683.853207;1389.178896
5.78;48.51;11069.26666;31990.18065
3.98;11.14;1750.362497;3483.221369
8.35;81.6;26899.01462;112303.386
8.02;25.54;8086.395861;32426.4474
4.13;89.41;14577.93076;30103.42703
1.94;47.01;3600.407998;3492.395759
5.13;69.51;14077.46286;36108.69224
1.28;27.51;1390.145623;889.693199
8.09;57.52;18370.76052;74309.72629
7.48;64.97;19185.54768;71753.94833
1.63;19.8;1274.12645;1038.413057
7.06;66.26;18467.83005;65191.44008
1.62;57.47;3675.495949;2977.151718
4.18;44.8;7392.886394;15451.13256
2.46;61.48;5970.747461;7344.019377
1.44;59.38;3375.68895;2430.496044
1.66;52.14;3416.951792;2836.069987
8.55;61.7;20826.24703;89032.20606
4.91;48.78;9455.467905;23213.17371
3.14;11.7;1450.358106;2277.062226
5.12;25.83;5221.004937;13365.77264
8.71;77.24;26559.51602;115666.6923
1.54;47.08;2862.311607;2203.979938
1.14;89.97;4049.135484;2308.007226
6.72;10.6;2812.126643;9448.74552
7.68;31.78;9635.513176;37000.3706
5.42;39.98;8554.641476;23183.0784
2.35;76.89;7133.414495;8381.762031
8.89;16;5615.41012;24960.49798
8.8;41.34;14361.9325;63192.50299
8.56;80.58;27230.82282;116547.9217
5.02;58.31;11555.97238;29005.49068
8.85;33.5;11704.36386;51791.81008
8.03;23.18;7348.331052;29503.54917
7.84;68.22;21114.82637;82770.11936
1.07;78.43;3313.032753;1772.472523
5.1;38.02;7654.94413;19520.10753
1.51;56.87;3390.15779;2559.569131
2.35;82.35;7639.962071;8976.955433
6.71;63.16;16731.0955;56132.82541
6.04;57.77;13775.23584;41601.21223
2.84;22.68;2542.852252;3610.850198
2.67;77.33;8151.152309;10881.78833
5.23;18.15;3747.469052;9799.631571
8.36;40.74;13445.81213;56203.4947
5.96;84.37;19851.5328;59157.56773
8.66;58.47;19989.90465;86556.28713
6.47;45.71;11675.49329;37770.2208
1.36;19.07;1023.880656;696.2388463
7.8;81.83;25198.04752;98272.38532
2.63;86.21;8951.032424;11770.60764
1.3;32.12;1648.460805;1071.499524
7.51;51.34;15221.43292;57156.48061
4.63;46.48;8495.850217;19667.89325
8.52;67.25;22619.94893;96360.98246
7.4;14.92;4358.733131;16127.31258
5.31;11.09;2324.801108;6172.346942
5.15;55;11182.26179;28794.3241
1.53;26.87;1623.001174;1241.595898
6.71;38.5;10198.65701;34216.49427
2.24;86.42;7642.263663;8559.335302
1.85;86.65;6328.489038;5853.85236
6.89;85.34;23213.01741;79968.84498
2.49;86.21;8474.55161;10550.81675
2.57;26.47;2685.633845;3451.039491
2.51;55.97;5546.113654;6960.372635
8.63;55.26;18827.01259;81238.55932
6.83;79.37;21401.1357;73084.8784
8.74;27.1;9350.621123;40862.21431
1.63;28.54;1836.543883;1496.783264
5.85;86.34;19940.11447;58324.83482
1.92;61.13;4633.566083;4448.22344
2.34;24.55;2267.916656;2653.462488
8.1;41.26;13193.92403;53435.39234
6.39;25.28;6377.311997;20375.51183
8.8;22.62;7858.415895;34577.02994
4.75;67.18;12597.76045;29919.68107
5.19;70.32;14408.07487;37388.95429
5.59;69.94;15434.66375;43139.88517
4.61;25.86;4706.403763;10848.26067
6.6;31.04;8087.706544;26689.4316
3.59;10.47;1483.887126;2663.577391
1.11;27.28;1195.438068;663.4681276
8.46;26.84;8964.222163;37918.65975
2.6;74.02;7597.700425;9877.010552
1.37;86.2;4662.164249;3193.58251
7.46;34.83;10257.74831;38261.40119
4.87;85.34;16407.45933;39952.16347
4.08;62.64;10089.54656;20582.67498
7.38;10.45;3044.615044;11234.62951
5.61;20.6;4562.362809;12797.42768
2.55;32.46;3267.74706;4166.377502
4.26;23.84;4009.364926;8539.947293
7.98;76.6;24131.89337;96286.25455
2.45;83.3;8056.952857;9869.76725
3.08;29.43;3578.497477;5510.886114
5.97;49.74;11723.02926;34993.24233
4.1;76.04;12307.94939;25231.29624
3.46;81.22;11094.27229;19193.09106
6.84;16.87;4555.44619;15579.62597
1.02;60.1;2420.105956;1234.254038
6.95;44.25;12141.09385;42190.30114
1.23;83.15;4037.635421;2483.145784
8.84;29.84;10413.83807;46029.16429
6.35;21.35;5352.187771;16993.19617
5.61;30.97;6859.047388;19239.62792
7.8;83.33;25659.945;100073.7855
5.9;33.32;7760.98316;22894.90032
4.4;11.76;2042.771241;4494.096729
1.45;66.57;3810.713477;2762.767271
7.91;73.11;22830.37285;90294.12462
4.6;54.57;9909.951344;22792.88809
7.1;47.32;13263.64292;47085.93236
5.82;54.98;12632.44619;36760.41841
4.73;62.58;11685.74584;27636.78891
5.52;64.08;13964.36904;38541.65855
6.09;56.18;13506.99578;41128.80215
1.53;43.78;2644.398638;2022.964958
6.57;50.26;13036.09722;42823.57935
6.65;81.96;21517.07986;71544.29054
6.85;35.05;9478.471979;32463.76653
6.98;74.99;20664.19602;72118.04412
3.48;29.58;4063.845143;7071.090548
4.3;71.04;12059.55118;25928.03504
5.27;87.18;18137.90891;47793.38999
1.4;52.07;2877.897687;2014.528381
2.94;63.45;7364.422455;10825.70101
4.44;23.21;4068.345682;9031.727415
1.48;46.64;2725.084628;2016.562624
5.7;38.03;8557.776063;24389.66178
6.63;47.12;12333.27874;40884.81902
2.09;55.44;4574.348456;4780.194137
3.66;11.82;1707.88372;3125.427207
3.95;54.75;8537.701287;16861.96004
4.95;42.53;8311.134649;20570.05826
6.98;36.67;10104.76154;35265.61779
6;23.13;5478.814795;16436.44439
2.49;71.08;6987.253549;8699.130669
4.81;50.25;9542.032231;22948.58752
8.63;22.41;7635.058851;32945.27894
2.61;11.17;1150.941943;1501.979236
5.77;26.79;6102.50668;17605.73177
6.23;24.98;6143.844531;19138.07571
4.66;43.33;7971.39523;18573.35089
5.08;32.45;6507.859228;16529.96244
3.92;58.11;8992.83612;17625.9588
6.9;38.72;10547.36987;36388.42607
6.18;28.29;6902.098602;21327.48468
7.78;71.04;21819.374;84877.36486
6.87;48.33;13107.90451;45025.65199
6.14;85.8;20797.70413;63848.95169
5.65;18.64;4157.709028;11745.52801
1.83;85.6;6184.215161;5658.556872
4.17;68.64;11299.8601;23560.2083
5.72;14.06;3174.980675;9080.44473
1.94;31.62;2421.716675;2349.065175
4.49;80.51;14271.04923;32038.50553
8.93;76.39;26930.70394;120245.5931
3.9;10.51;1618.180859;3155.452675
8.7;76.39;26237.07999;114131.298
7.67;59.03;17874.2523;68547.75758
4.52;66.36;11841.44082;26761.65626
3.32;27.99;3668.603017;6089.881008
2.28;11.45;1030.62357;1174.91087
4.58;87.66;15849.90564;36296.28391
7.29;20.65;5943.021769;21662.31435
5.24;38.76;8018.161364;21007.58277
8.16;70.67;22765.90854;92884.90684
7.83;28.53;8819.079761;34526.69726
6.4;19.84;5012.811554;16040.99697
1.71;31.98;2158.908849;1845.867066
4.77;72.94;13735.48107;32759.12235
3.62;67.36;9626.54368;17424.04406
5.76;62.06;14112.17624;40643.06756
3.65;21.96;3164.353085;5774.94438
5.69;46.01;10335.32735;29404.0063
6.55;12.24;3165.063696;10365.5836
6.91;72.7;19832.25943;68520.45634
8.6;35.07;11906.76971;51199.10974
7.27;81.95;23520.31347;85496.33945
7.65;51.53;15562.56987;59526.82976
4.55;47.45;8523.291665;19390.48854
6.31;85.86;21388.48286;67480.66343
3.63;46.32;6637.964301;12047.90521
2.59;21.34;2181.995828;2825.684597
5.92;45.46;10624.55808;31448.69191
8.94;35.18;12416.32554;55500.97515
8.52;73.15;24604.45003;104814.9571
5.16;53.45;10888.22653;28091.62445
7.48;45.42;13412.46076;50162.60325
7.32;20;5779.640337;21153.48363
5.23;39.17;8087.5131;21148.84676
7.54;64.77;19279.909;72685.25692
1.13;36.36;1622.041848;916.4536444
7.68;73.71;22348.44796;85818.04017
6.31;82.16;20466.78025;64572.69168
5.59;70.76;15615.62492;43645.67165
7.58;54.77;16389.72563;62117.06012
7.08;20.01;5592.939005;19799.00408
7.65;25.31;7643.870434;29237.80441
3.47;89.94;12320.89041;21376.74486
7.42;11.52;3374.551971;12519.58781
3.73;61.15;9004.612532;16793.60237
1.09;59.84;2575.003475;1403.376894
5.27;14.81;3081.239172;8119.065218
5.42;82.36;17622.81821;47757.83735
3.92;31.08;4809.797739;9427.203569
5.66;24.27;5423.079165;15347.31404
2.74;73.31;7930.006057;10864.1083
6.21;87.01;21331.45629;66234.17178
6.56;82.75;21430.46421;70291.92262
5.53;24.43;5333.451314;14746.99288
8.09;74.62;23832.16533;96401.10876
5.54;53.98;11805.9892;32702.59009
7.22;84.86;24188.0001;87318.68036
5.7;79.81;17959.4033;51184.29941
3.18;57.01;7157.113389;11379.81029
3.6;64.37;9148.412668;16467.1428
6.35;16.75;4199.023192;13331.89864
4.48;38.74;6851.684663;15347.77365
3.07;17.92;2171.881457;3333.838037
5.95;40.4;9489.822024;28232.22052
5.26;26.15;5430.216863;14281.47035
2.02;75.19;5996.132084;6056.093405
5.48;36.87;7976.519529;21855.66351
2.92;76.98;8874.021875;12956.07194
5.56;11.41;2504.495021;6962.49616
5.18;77.64;15877.2405;41122.05288
2.79;20;2202.895702;3073.039505
7.88;11.24;3496.650821;13776.80424
1.88;38.52;2858.932255;2687.396319
1.6;88.08;5563.614436;4450.891549
2.84;75.27;8439.175;11983.6285
7.96;33.8;10621.5893;42273.92541
7.63;34.66;10440.29651;39829.73119
7.88;42.08;13090.66428;51577.21728
1.49;22.6;1329.396234;990.4001946
7.71;84.52;25726.07925;99174.03551
5.04;14.82;2948.75355;7430.858947
2.62;42.26;4371.097771;5726.13808
6.59;75.06;19527.81767;64344.15921
4.66;83.14;15295.21808;35637.85813
2.76;82.81;9023.013423;12451.75852
8.78;30.4;10537.2634;46258.58632
1.13;21.85;974.7418699;550.7291565
4.21;72.67;12078.05472;25424.30518
1.65;62.55;4074.468785;3361.436748
4.68;61.15;11298.01251;26437.34927
1.5;11.22;664.4217683;498.3163262
5.5;58.38;12676.12511;34859.34405
3.6;27.93;3969.475933;7145.05668
8.81;24.87;8649.906846;38102.83966
4.65;71.13;13057.66428;30359.06944
1.44;56.1;3189.224488;2296.241631
1.47;42.29;2454.227152;1803.856957
7.81;47.54;14657.83903;57238.86141
8.3;81.42;26678.96192;110717.692
4.13;84.73;13814.87612;28527.71918
1.89;49.35;3682.211228;3479.68961
8.78;56.75;19670.71375;86354.43335
6.15;53.68;13033.08896;40076.74855
6.22;52.5;12891.67727;40093.11631
5.82;47.2;10844.87923;31558.59856
5.86;33.24;7689.858843;22531.28641
3.59;37.35;5293.522842;9501.873502
5.38;67.89;14419.42097;38788.24241
8;87.49;27631.73405;110526.9362
4.16;27.89;4580.380759;9527.191978
8.51;28.23;9484.188454;40355.22187
3.95;63.24;9861.629761;19476.71878
8.06;20.64;6567.566387;26467.29254
4.15;70.58;11563.50487;23994.2726
8.89;78.38;27508.49033;122275.2395
4.87;58.05;11160.68683;27176.27243
5.18;26.56;5431.472277;14067.5132
7.86;33.83;10497.46126;41255.02275
2.13;78.49;6600.147925;7029.15754
7.33;71.27;20623.88461;75586.5371
2.53;53.42;5335.610783;6749.547641
7.41;84.45;24704.58704;91530.49497
5.18;75.03;15343.50019;39739.66548
6.43;78.1;19825.39019;63738.62945
3.9;13.4;2063.142104;4023.127103
3.9;11.15;1716.71899;3347.60203
2.96;54.64;6385.018184;9449.826913
4.81;31.61;6002.460474;14435.91744
7.52;18.01;5346.767384;20103.84536
5.8;54.49;12476.83806;36182.83036
1.44;48;2728.748225;1964.698722
1.37;31.56;1706.936238;1169.251323
2.74;38.76;4192.702698;5744.002696
3.98;58.49;9190.18873;18288.47557
6.2;11.67;2856.421427;8854.906425
5.38;82.44;17509.75202;47101.23294
2.78;69.81;7661.647566;10649.69012
5.99;54.98;13001.43517;38939.29832
1.24;60.09;2941.600061;1823.792038
2.11;79.19;6596.484328;6959.290966
4.9;36.19;7000.747272;17151.83082
8.88;79.83;27985.87125;124257.2683
1.56;20.31;1250.818392;975.6383458
1.91;47.55;3585.449626;3424.104393
5.11;40.78;8226.741635;21019.32488
6;46.06;10910.25549;32730.76647
4.92;45.68;8872.600652;21826.5976
3.9;63.65;9799.924994;19109.85374
3.38;70.5;9407.312131;15898.3575
8.7;58.29;20020.41357;87088.79903
2.64;53;5523.820191;7291.442652
6.12;29.01;7009.045636;21447.67964
8.75;80.63;27852.5171;121854.7623
3.52;64.52;8965.959213;15780.08822
8.23;24.34;7908.245553;32542.43045
2.3;40.44;3671.966578;4222.761565
8.6;57.39;19484.73092;83784.34297
5.57;65.21;14339.339;39935.05911
1;88.44;3491.471253;1745.735626
2.5;84.1;8300.337301;10375.42163
5.54;61.91;13540.36294;37506.80534
5.26;83.53;17345.54549;45618.78464
8.86;29.45;10300.98507;45633.36386
5.25;77.38;16037.90976;42099.51312
5.86;55.58;12858.07324;37674.15459
2.11;39.49;3289.495721;3470.417985
8.76;14.28;4938.465798;21630.48019
5.04;74.73;14869.11962;37470.18145
5.24;62.87;13005.72252;34074.99301
4.18;83.35;13754.39913;28746.69418
1.74;50.45;3465.533933;3015.014521
1.48;58.04;3391.164489;2509.461722
1.1;44.25;1921.611977;1056.886587
