r;R;A;V;V2
8.67;82.48;28231.07959;122381.73;
1.27;61.17;3066.916402;1947.491915;
3.21;79.4;10062.02221;16149.54564;
2.02;83.06;6623.73628;6689.973643;
6.9;76.44;20822.33867;71837.0684;
2.46;33.35;3238.848859;3983.784096;
5.94;20.8;4877.637452;14486.58323;
5.64;47.8;10643.06556;30013.44488;
4.68;44.78;8273.507769;19360.00818;
7.23;69.42;19814.47835;71629.33925;
2.67;20.38;2148.202303;2867.850074;
6.06;42.14;10081.54034;30547.06722;
4.51;34.5;6142.644387;13851.66309;
6.79;86.42;23165.61173;78647.25181;
5.9;47.05;10959.01133;32329.08344;
8.66;29.91;10225.72341;44277.38239;
2.91;48.42;5562.595893;8093.577024;
1.91;17.31;1305.239391;1246.503618;
8.1;76.96;24609.89805;99670.08711;
5.35;48.67;10279.56803;27497.84448;
4.25;61.33;10290.14824;21866.56502;
6.55;22.45;5805.202613;19012.03856;
5.91;24.99;5830.603027;17229.43194;
2.95;80.52;9377.466447;13831.76301;
8.9;12.5;4391.973958;19544.28412;
7.44;83.54;24537.32093;91278.83386;
2.78;58.68;6440.130055;8951.780777;
8.74;76.06;26243.84659;114685.6096;
5.6;40.4;8931.597199;25008.47216;
2.29;76.91;6953.092874;7961.291341;
1.53;33.66;2033.130611;1555.344917;
5.42;56.71;12134.41016;32884.25153;
8.86;32.02;11199.91653;49615.63025;
5;59.5;11744.82924;29362.07309;
4.64;33.04;6052.262498;14041.249;
8.35;84.66;27907.72767;116514.763;
6.79;27.36;7334.079343;24899.19937;
7.01;39.11;10823.4464;37936.17962;
5.37;77.56;16442.65039;44148.5163;
7.21;42.86;12199.6443;43979.71768;
3.68;34.95;5077.556159;9342.703332;
3.72;88.29;12966.2441;24117.21403;
8.29;70.37;23030.41789;95461.08214;
6.36;34.01;8539.32385;27155.04984;
8.66;14.66;5012.006194;21701.98682;
5.06;50.65;10117.88417;25598.24695;
6.92;40.11;10957.67696;37913.5623;
6.03;22.89;5449.075703;16428.96325;
6.69;62.91;16615.19871;55577.83969;
5.89;45.85;10661.40328;31397.83267;
6.53;16.13;4158.2183;13576.58275;
3.61;68.99;9832.25387;17747.21824;
2.96;74.73;8732.657557;12924.33318;
1.62;75.82;4849.070869;3927.747404;
4.65;47.13;8651.872871;20115.60442;
4.02;35.06;5564.135551;11183.91246;
3.82;63.3;9546.118247;18233.08585;
6.52;59.82;15397.6251;50196.25781;
8.66;39.84;13620.62256;58977.2957;
5.72;43.22;9759.791235;27913.00293;
2.64;24.74;2578.477576;3403.5904;
8.6;78.64;26699.41174;114807.4705;
3.19;58.18;7326.965333;11686.50971;
1.26;85;4228.138525;2663.727271;
3.78;21.9;3268.102366;6176.713472;
6.72;32.17;8534.539066;28676.05126;
1.81;17.36;1240.475047;1122.629917;
7.48;73.42;21680.82055;81086.26884;
7.52;16.39;4865.825509;18295.50391;
6.51;43.17;11094.8842;36113.84809;
2.71;22;2353.703258;3189.267914;
3.13;36.5;4510.211819;7058.481497;
4.12;52.72;8574.964966;17664.42783;
7.98;23.6;7434.891431;29665.21681;
2.92;72.82;8394.46964;12255.92567;
4.82;54.77;10421.96273;25116.93019;
1.15;69.19;3141.238471;1806.212121;
7.01;47.72;13206.20972;46287.76506;
5.25;76;15751.88862;41348.70764;
8.98;35.14;12457.69892;55935.06815;
1.44;39.91;2268.840451;1633.565125;
8.89;59.8;20987.59532;93289.86121;
2.99;52.59;6207.748246;9280.583627;
1.36;21.1;1132.872672;770.3534167;
3.08;82.32;10009.57908;15414.75178;
3.24;31.12;3980.561473;6448.509586;
5.75;42.26;9593.058086;27580.042;
5.4;61.99;13215.24238;35681.15442;
6.28;70.15;17391.90105;54610.56929;
3.04;33.46;4015.681473;6103.835839;
1.34;88.51;4682.274554;3137.123952;
3.75;49.09;7267.483201;13626.531;
7.56;41.45;12371.0359;46762.51569;
5.42;52.39;11210.0467;30379.22655;
1.67;74.11;4885.995033;4079.805852;
1.68;26.38;1749.620303;1469.681054;
1.53;24.3;1467.768088;1122.842587;
1.57;38.61;2393.090875;1878.576337;
6.35;70;17548.15663;55715.39728;
3.37;47.9;6372.724605;10738.04096;
6.25;76.83;18957.04265;59240.75829;
4.23;54.59;9116.186436;19280.73431;
5.66;21.88;4889.038819;13835.97986;
5.04;49.5;9849.075624;24819.67057;
4.93;42.18;8209.434297;20236.25554;
4.2;47.73;7914.080463;16619.56897;
1.73;40.76;2783.812722;2407.998004;
1.52;37.89;2273.672609;1727.991183;
3.66;23.86;3447.555461;6309.026494;
5.33;64.97;13670.98518;36433.1755;
5.31;25.92;5433.619903;14426.26084;
7.81;72.49;22350.58374;87279.02952;
5.15;28.38;5770.047082;14857.87124;
5.34;86.56;18248.12476;48722.49311;
1.7;18.98;1273.810622;1082.739029;
8.66;33.42;11425.73308;49473.42425;
1.44;10.89;619.0847535;445.7410225;
4.82;75.68;14400.84243;34706.03025;
6.64;32.34;8477.500648;28145.30215;
2.52;11.89;1182.883931;1490.433753;
8.82;30.32;10557.41318;46558.19214;
3.69;86.71;12631.51055;23305.13696;
6.65;27.8;7298.375063;24267.09708;
1.94;36.34;2783.21265;2699.71627;
4.5;79.77;14171.37018;31885.58289;
6.5;22.68;5819.908323;18914.70205;
5.35;25.07;5295.023022;14164.18658;
5.58;47.48;10459.34879;29181.58314;
8.94;24.97;8812.838223;39393.38686;
8.32;24.42;8021.00381;33367.37585;
2.29;73.16;6614.071963;7573.112398;
8.64;82.58;28167.50355;121683.6153;
1.04;29.46;1209.55555;628.968886;
6.98;41.56;11452.24679;39968.34129;
3.66;53.67;7754.832423;14191.34333;
3.83;16.65;2517.518951;4821.048792;
5.17;75.65;15440.42365;39913.49513;
7.21;67.57;19233.08364;69335.26654;
3.33;39.49;5191.479028;8643.812582;
6.4;56.17;14192.01739;45414.45564;
1.32;15.68;817.1084962;539.2916075;
1.44;67.18;3819.110536;2749.759586;
3.62;85.88;12273.27154;22214.62149;
1.18;84.99;3959.21944;2335.93947;
8.42;28.25;9390.533803;39534.14731;
8.32;22.83;7498.751719;31194.80715;
5.41;15.26;3259.203931;8816.146633;
2.38;41.87;3934.048001;4681.517122;
8.72;53.29;18345.1785;79984.97827;
8.57;35.62;12051.31598;51639.88899;
7.05;18.2;5065.475763;17855.80206;
8.92;48.71;17153.104;76502.84382;
7.59;61.12;18314.06951;69501.89379;
3.51;81.34;11271.22245;19780.9954;
4.36;24.38;4196.42946;9148.216224;
2.34;26.31;2430.504571;2843.690348;
6.22;36.99;9083.10747;28248.46423;
1.21;44.36;2119.027752;1282.01179;
7.68;12.03;3647.426794;14006.11889;
4.14;62.45;10206.86852;21128.21784;
1.14;18.74;843.4011223;480.7386397;
3.19;35.33;4449.324256;7096.672188;
1.37;18.47;998.9579312;684.2861829;
5.32;69.08;14508.53955;38592.7152;
2.89;42.3;4826.118117;6973.740679;
3.26;83.29;10719.39313;17472.6108;
4.73;80.21;14977.84713;35422.60847;
1.41;53.29;2966.364873;2091.287235;
8.17;52.2;16836.51867;68777.17876;
5.91;60.58;14134.371;41767.06631;
8.57;38.3;12958.04049;55525.20349;
8.2;34.84;11278.51017;46241.89169;
1.66;43.31;2838.285042;2355.776585;
3.71;67.4;9871.736236;18312.07072;
5.09;26.15;5254.715558;13373.25109;
5.79;27.03;6178.518425;17886.81084;
6.82;72.33;19474.33231;66407.47317;
8.27;84.35;27539.13742;113874.3332;
4.07;25.12;4036.21025;8213.68786;
3.82;18.88;2847.246643;5438.241088;
7.72;23.57;7183.508659;27728.34342;
2.78;63.07;6921.932559;9621.486257;
6.77;20.67;5524.447898;18700.25613;
5.69;15.82;3553.681343;10110.22342;
4.87;81.63;15694.17513;38215.31643;
2.84;30.59;3429.711216;4870.189927;
3.39;48.51;6492.182349;11004.24908;
7.65;68.51;20690.69788;79141.91941;
6.55;37.52;9702.057997;31774.23994;
1.16;16.43;752.4112654;436.398534;
6.81;33.48;9001.03184;30648.51341;
8.32;27.25;8950.546839;37234.27485;
5.82;15.33;3522.288106;10249.85839;
6.98;74.62;20562.23906;71762.21432;
6.16;84.18;20471.48607;63052.17711;
3.18;17.09;2145.501979;3411.348146;
5.32;35.97;7554.605784;20095.25139;
5.06;88.69;17716.78474;44823.46539;
5.19;42.55;8718.196612;22623.72021;
8.51;33.49;11251.34507;47874.47327;
5.74;88.72;20104.4947;57699.8998;
4.84;14.19;2711.36193;6561.49587;
7.28;74.91;21529.34975;78366.8331;
3.96;38.06;5950.092353;11781.18286;
6.28;59.11;14654.81498;46016.11904;
5.83;45.56;10486.052;30566.84157;
2.5;22.26;2196.97394;2746.217425;
3.46;38.44;5250.72429;9083.753021;
8.75;58.92;20353.0982;89044.80461;
8.96;34.18;12090.37593;54164.88417;
8.44;55.42;18465.82455;77925.77959;
7.96;75.71;23791.73153;94691.09151;
3.11;22.78;2796.880078;4349.148521;
7.93;31.19;9764.461531;38716.08997;
8.09;22.7;7249.935044;29325.98725;
7.6;78.45;23537.82214;89443.72415;
1.56;55.77;3434.669706;2679.04237;
7.07;82.79;23107.71663;81685.77828;
4.23;17.99;3004.216779;6353.918488;
1.38;64.73;3526.504401;2433.288036;
2.47;52.34;5103.761932;6303.145986;
1.69;18.81;1254.975469;1060.454272;
3.2;23.26;2938.457579;4701.532127;
5.49;33.61;7284.51419;19995.99145;
7.53;63.13;18766.81195;70657.04699;
8.01;21.09;6669.124616;26709.84409;
5.73;39.01;8824.504095;25282.20423;
1.6;78.2;4939.539611;3951.631689;
7.51;86.8;25734.71713;96633.86281;
2.64;68.82;7172.628407;9467.869497;
4.94;82.39;16067.97652;39687.90201;
8.76;57.11;19750.40488;86506.77338;
8.12;73.99;23718.58592;96297.45885;
6.67;70.85;18656.29607;62218.74739;
7.93;55.58;17400.08887;68991.35238;
3.63;12.91;1850.088928;3357.911404;
4.76;16.93;3181.439344;7571.825638;
4.48;61.88;10944.30168;24515.23576;
7.47;70.91;20911.627;78104.92686;
6;60.25;14271.44796;42814.34389;
4.34;13.86;2374.721567;5153.145801;
5.11;86.54;17458.12215;44605.50208;
1.03;30.94;1258.106108;647.9246456;
3.16;45.47;5672.464329;8962.49364;
7.87;63.2;19635.93326;77267.39738;
5.78;65.36;14914.18819;43102.00386;
7.4;86.94;25398.67684;93975.10429;
2.9;10.72;1227.305046;1779.592317;
5.66;34.23;7648.619688;21645.59372;
7.45;76.03;22361.50347;83296.60044;
2.05;12.95;1048.053291;1074.254624;
4.49;52.83;9364.545161;21023.40389;
2.64;63.21;6587.937251;8696.077171;
7.48;15.71;4639.140435;17350.38523;
4.03;51.48;8190.366221;16503.58794;
7.7;10.65;3237.427636;12464.0964;
5.68;31.72;7112.810708;20200.38241;
8;16.46;5198.51803;20794.07212;
7.61;41.51;12470.88076;47451.7013;
7.78;81.49;25029.00883;97362.84435;
5.94;20.26;4751.00648;14110.48924;
3.53;36.54;5092.171069;8987.681936;
5.87;31.21;7232.552697;21227.54217;
4.98;13.14;2583.357108;6432.5592;
7.52;85.86;25489.91936;95842.09677;
5.45;36.7;7896.275697;21517.35127;
1.6;71.57;4520.752557;3616.602045;
5.5;41.77;9069.574268;24941.32924;
1.02;21.61;870.1911765;443.7975;
3.54;32.16;4494.475722;7955.222028;
3.66;76.87;11107.02382;20325.85359;
6.22;34.33;8429.929155;26217.07967;
4.67;27.56;5081.077633;11864.31627;
2.33;16.33;1502.110364;1749.958574;
8;83.99;26526.33836;106105.3534;
7.52;31.99;9497.117635;35709.16231;
7.99;13.7;4321.426026;17264.09697;
4.88;64.82;12487.87622;30470.41798;
1.57;24.32;1507.380732;1183.293875;
5.82;31.5;7237.578299;21061.35285;
6.22;16.69;4098.325593;12745.79259;
3.84;15.24;2310.340164;4435.853114;
8.18;40.86;13195.06101;53967.79954;
7.59;66.72;19992.06017;75869.86835;
6.01;45.32;10752.86293;32312.35312;
1.2;30.72;1455.332387;873.1994319;
3.8;62.47;9371.623641;17806.08492;
6.75;32.1;8553.986134;28869.7032;
4.03;46.25;7358.283561;14826.94138;
7.15;13.31;3757.022829;13431.35661;
5.88;74.72;17344.9849;50994.2556;
2.54;82.51;8273.705161;10507.60555;
2.63;71.52;7425.795603;9764.921218;
5.4;10.29;2193.657753;5922.875932;
3.82;42.92;6472.660271;12362.78112;
2.57;14.17;1437.681586;1847.420838;
3.88;12.44;1905.512678;3696.694596;
3.45;87.32;11893.03122;20515.47885;
1.06;15.71;657.418297;348.4316974;
6.74;80.55;21433.10927;72229.57823;
3.76;39.89;5921.225734;11131.90438;
2.15;58.64;4977.280978;5350.577051;
3.35;70.76;9358.200979;15674.98664;
8.15;55.09;17725.15811;72230.0193;
1.56;68.21;4200.803669;3276.626862;
7.03;25.64;7115.95319;25012.57546;
1.85;50.93;3719.676246;3440.700527;
4.16;76.96;12639.15752;26289.44764;
3.78;20.69;3087.53598;5835.443002;
4.64;68.75;12593.61522;29217.1873;
2.79;39.66;4368.342178;6093.837338;
7.31;15.96;4605.852234;16834.38991;
5.02;34.7;6876.903476;17261.02773;
8.82;59.84;20836.26665;91887.93594;
2.35;70.35;6526.670694;7668.838066;
8.71;88.6;30465.73174;132678.2617;
5.83;17.5;4027.785556;11740.9949;
4.46;31.02;5461.807493;12179.83071;
5.47;78.02;16848.18059;46079.77392;
6.37;10.19;2562.55593;8161.740638;
5.38;43.79;9300.728299;25018.95912;
6.42;22.23;5634.225534;18085.86396;
3.45;21.04;2865.659377;4943.262425;
6.34;42.83;10720.05637;33982.57869;
4.18;69.79;11516.73084;24069.96745;
4.59;25.91;4695.045823;10775.13016;
6.73;61.14;16244.27134;54661.97307;
3.06;83.76;10118.53951;15481.36545;
7.24;25.09;7171.317723;25960.17016;
3.75;10.21;1511.529914;2834.118589;
5.18;52.54;10744.3356;27827.82919;
3.5;64.9;8967.522559;15693.16448;
4.09;44.03;7109.380034;14538.68217;
2.09;35.5;2929.101194;3060.910748;
4.15;75.12;12307.31773;25537.68429;
8.55;38.1;12860.29193;54977.74799;
2.93;64.22;7428.440657;10882.66556;
7.54;11.78;3506.520426;13219.582;
5.74;43.43;9841.503663;28245.11551;
6.79;85.99;23050.34659;78255.92668;
3.63;18.6;2665.5038;4837.889397;
3.84;34.73;5264.968103;10108.73876;
5.46;75.64;16304.36539;44510.91752;
4.7;11.4;2115.253615;4970.845996;
2.09;51.21;4225.33161;4415.471532;
7.7;13.46;4091.622157;15752.74531;
3.58;65.79;9298.280637;16643.92234;
1.3;26.16;1342.582026;872.6783168;
8.98;31.19;11057.35997;49647.54626;
1.01;59.89;2388.006055;1205.943058;
1.41;59.29;3300.352285;2326.748361;
5.45;42.69;9185.068379;25029.31133;
2.23;66.18;5826.28014;6496.302356;
1.42;69.58;3900.609782;2769.432945;
2.31;59.67;5441.614282;6285.064496;
6.71;43.26;11459.58188;38446.8972;
3.99;17.48;2753.430131;5493.093112;
5.76;18.61;4231.833705;12187.68107;
8.22;11.75;3813.022964;15671.52438;
5.31;83.97;17602.66448;46735.07418;
3.76;44.02;6534.278185;12284.44299;
4.48;11.98;2118.822464;4746.16232;
6.32;17.45;4353.837807;13758.12747;
8.4;75.24;24950.99158;104794.1646;
8.57;87.97;29762.89352;127533.9987;
4.91;70.01;13570.67052;33315.99613;
2.27;57.38;5142.166537;5836.359019;
2.03;34.58;2771.282272;2812.851506;
2.96;24.34;2844.277866;4209.531242;
3.54;17.12;2392.581603;4234.869438;
1.39;36.57;2006.778767;1394.711243;
8.42;34.62;11507.97452;48448.57274;
4.7;31.25;5798.392586;13626.22258;
2.51;12.27;1215.844462;1525.8848;
1.74;55.99;3846.090087;3346.098376;
2.81;81.9;9085.523549;12765.16059;
2.09;31.48;2597.411425;2714.294939;
1.01;11.5;458.5418205;231.5636193;
3.1;34.64;4239.350396;6570.993114;
1.86;65.05;4776.612181;4442.249329;
2.71;89.77;9604.179156;13013.66276;
3.3;12.03;1567.2537;2585.968606;
7.77;46.14;14153.32064;54985.6507;
1.17;19.69;909.4761499;532.0435477;
4.37;60.66;10465.10475;22866.25387;
1.03;77.44;3148.924919;1621.696333;
4.16;42.36;6956.792002;14470.12736;
5.33;74.15;15602.64047;41581.03684;
8.34;66.14;21776.59519;90808.40193;
4.35;31.79;5459.332196;11874.04753;
6.47;35.96;9185.096014;29713.78561;
6.44;15.89;4039.889639;13008.44464;
4.77;87.33;16445.2915;39222.02022;
6.44;36.06;9167.930798;29520.73717;
2.83;16.58;1852.382624;2621.121413;
4.74;19.3;3611.564599;8559.4081;
1.19;31.75;1491.593313;887.4980213;
7.93;26.12;8177.227804;32422.70824;
1.31;42.06;2175.20554;1424.759629;
3.01;87.59;10408.32294;15664.52602;
2.36;17.67;1646.297388;1942.630918;
8.66;82.7;28273.73208;122425.2599;
1.06;48.66;2036.280989;1079.228924;
6.32;60.67;15137.38337;47834.13144;
7.57;13.81;4127.14089;15621.22827;
4.87;86.01;16536.27346;40265.82588;
3.73;33.5;4933.025672;9200.092878;
5.77;64.81;14763.10033;42591.54446;
4.67;22.61;4168.474793;9733.388641;
1.36;45.42;2438.62923;1658.267876;
2.96;50.89;5946.807749;8801.275468;
6.51;77.08;19809.90675;64481.24648;
6.04;57.39;13684.62497;41327.56742;
8.6;45.3;15380.00193;66134.0083;
5.79;32.03;7321.418615;21195.50689;
1.19;39.56;1858.501779;1105.808558;
5.05;75.44;15040.17171;37976.43357;
6.31;89.33;22252.89045;70207.86937;
5.11;29.02;5854.341399;14957.84227;
2.91;68.12;7825.775139;11386.50283;
8.73;52.85;18214.57205;79506.60701;
8.56;47.94;16200.61611;69338.63695;
7.14;13.62;3839.149781;13705.76472;
4.19;29.16;4823.488854;10105.20915;
3.59;81.65;11572.05194;20771.83324;
5.43;85.3;18285.57399;49645.33338;
6.53;88.7;22866.33374;74658.57966;
1.88;10.74;797.1166255;749.289628;
4.28;50.87;8595.383203;18394.12005;
7.92;28.11;8789.127485;34804.94484;
5.35;67.04;14159.48717;37876.62818;
3.85;31.56;4796.864609;9233.964373;
1.18;52.38;2440.097827;1439.657718;
8.53;72.85;24532.30322;104630.2732;
3.21;74.22;9405.582976;15095.96068;
7.03;67.48;18727.94545;65828.72825;
6.71;12.59;3335.093293;11189.238;
3.13;40.58;5014.367003;7847.48436;
1.74;86.23;5923.349673;5153.314216;
7.16;23.55;6656.77182;23831.24311;
5.79;65.48;14967.42088;43330.68346;
7.79;21.23;6529.007817;25430.48545;
4.75;48.3;9057.335959;21511.1729;
4.65;32.92;6043.27721;14050.61951;
2.5;52.32;5163.777023;6454.721278;
6.89;57.46;15629.48184;53843.56495;
5.29;82.3;17187.60024;45461.20263;
3.31;49.94;6525.8377;10800.26139;
3.66;64.55;9326.894594;17068.21711;
5.06;29.59;5910.921867;14954.63232;
1.08;39.39;1679.459259;906.9079999;
8.18;79.98;25828.21781;105637.4108;
7.3;81.02;23349.35218;85225.13545;
8.78;59.96;20783.36557;91238.97487;
8.82;80.09;27887.30943;122983.0346;
2.87;23.1;2617.300652;3755.826435;
2.53;78.17;7807.650597;9876.678006;
1.96;56.65;4383.44662;4295.777688;
8.46;13.98;4669.144033;19750.47926;
7.72;84.85;25860.02162;99819.68347;
3.78;32.23;4809.63193;9090.204347;
6.23;20.82;5120.690278;15950.95021;
5.42;47.27;10114.50482;27410.30805;
1.51;53.37;3181.514353;2402.043336;
2.66;68.66;7210.164486;9589.518767;
2.94;53.52;6211.881636;9131.466005;
4.9;39.37;7615.899975;18658.95494;
7.26;32.17;9220.350241;33469.87137;
3.22;63.75;8103.932174;13047.3308;
6.48;51.67;13218.22695;42827.05531;
1.61;59.51;3782.470617;3044.888847;
4.54;55.12;9879.268718;22425.93999;
2.67;22.53;2374.828159;3170.395592;
8.42;53.83;17893.53751;75331.79291;
4.57;51.7;9327.526249;21313.39748;
8.15;62.79;20202.62621;82325.70179;
3.85;81.71;12419.25878;23907.07316;
3.69;42.63;6210.140638;11457.70948;
3.19;86.59;10904.81142;17393.17421;
5.56;56.32;12362.24011;34367.02749;
4.69;67.79;12551.57465;29433.44255;
5.39;69.73;14837.75402;39987.74709;
3.71;83.51;12231.28625;22689.03599;
1.56;27.79;1711.484151;1334.957638;
7.26;23.68;6787.003224;24636.8217;
8.87;86.62;30332.03413;134522.5714;
1.59;11.63;730.0230548;580.3683286;
7.8;69.04;21259.60162;82912.44632;
1.91;24.68;1860.965232;1777.221796;
7.48;86.23;25463.59515;95233.84585;
1.26;10.19;506.879195;319.3338928;
3.77;85.97;12795.22755;24119.00393;
4.73;53;9896.844509;23406.03726;
8.43;81.5;27123.44942;114325.3393;
4.44;56.68;9935.106992;22055.93752;
3.58;61.91;8749.909625;15662.33823;
3.68;75.48;10965.77794;20177.0314;
3.97;26.27;4117.279181;8172.799174;
4.83;42.6;8123.000249;19617.0456;
4.95;40.11;7838.222684;19399.60114;
1.19;53.85;2529.836218;1505.25255;
8.54;44.96;15158.07006;64724.95915;
2.84;42.78;4796.438243;6810.942304;
1.4;18.47;1020.832922;714.5830457;
8.49;68.39;22922.39704;97305.57543;
4.23;63.33;10575.71143;22367.62968;
8.37;83.89;27720.13807;116008.7778;
1.17;43.1;1990.778165;1164.605226;
8.34;34.33;11303.1526;47134.14633;
5.74;19.6;4441.479894;12747.0473;
2.67;60.13;6338.145459;8461.424188;
6.79;46.79;12542.45513;42581.63518;
8.26;69;22500.32933;92926.36013;
5.42;10.87;2325.886765;6303.153132;
2.72;83.59;8976.002523;12207.36343;
5.16;49.5;10083.57742;26015.62976;
7.32;49.75;14376.85534;52619.29054;
6.41;18.35;4643.589653;14882.70484;
7.7;77.47;23549.62619;90666.06084;
5.68;72.52;16261.69712;46183.21981;
9;24.29;8630.376872;38836.69593;
5.44;30.77;6608.244949;17974.42626;
7.78;26.3;8077.83694;31422.7857;
8.97;58.96;20878.99809;93642.30644;
4.38;63.1;10910.9661;23895.01576;
7.76;57.84;17719.42979;68751.38759;
6.59;41.97;10919.03154;35978.20893;
5.62;22.27;4941.016103;13884.25525;
3.92;15.9;2460.610812;4822.797192;
4.48;80.42;14223.34746;31860.29831;
1.52;14.79;887.5064105;674.504872;
8.66;81.88;27993.38794;121211.3698;
3.72;88.25;12960.36972;24106.28767;
4.76;47.94;9008.753818;21440.83409;
3.23;47.32;6034.023469;9744.947902;
5.79;47.62;10884.98141;31512.02117;
3.41;44.81;6032.385115;10285.21662;
5.39;15.57;3313.119606;8928.857337;
6.98;48.79;13444.54092;46921.44783;
3.21;56.88;7208.158983;11569.09517;
8.76;46.51;16084.59694;70450.53458;
2.45;68.21;6597.416019;8081.834623;
3.03;44.56;5330.249614;8075.328165;
3.87;89.1;13612.82952;26340.82513;
3.74;36.89;5446.782007;10185.48235;
8.18;17.28;5580.29012;22823.38659;
4.23;61.73;10308.5215;21802.52297;
6.36;80.12;20116.74881;63971.2612;
5.71;40.31;9086.751328;25942.67504;
1.21;55.16;2634.931713;1594.133686;
3.96;78.16;12219.10716;24193.83217;
2.53;32.79;3275.078203;4142.973926;
7.64;41.71;12580.36626;48056.99911;
4.75;85.85;16098.80522;38234.66239;
1.95;17.91;1378.763996;1344.294896;
8.47;15.61;5219.706097;22105.45532;
4.38;21.79;3767.828072;8251.543477;
3.99;46.36;7302.575566;14568.63825;
8.92;18.85;6637.980093;29605.39121;
8.36;27.04;8924.270005;37303.44862;
1.73;87.33;5964.434862;5159.236156;
8.7;81.04;27834.17938;121078.6803;
4.15;83.46;13673.70524;28372.93838;
6.75;23.43;6243.61044;21072.18524;
1.42;77.85;4364.220631;3098.596648;
5.99;29.83;7054.070771;21126.94196;
6.31;32.3;8046.214727;25385.80746;
4.91;75.81;14694.9369;36076.07008;
6.4;20.68;5225.047527;16720.15209;
5.2;43.62;8954.652595;23282.09675;
7.29;68.11;19601.89892;71448.92156;
5.91;35.97;8392.428606;24799.62653;
2.09;66.22;5463.805101;5709.67633;
7.2;76.06;21619.64479;77830.72124;
4.92;39.88;7746.044527;19055.26954;
1.86;30.84;2264.576782;2106.056407;
1.64;49.73;3219.7492;2640.194344;
4.52;64.6;11527.38211;26051.88358;
2.84;72.86;8168.968919;11599.93586;
8.87;25.37;8883.903323;39400.11124;
7.99;58.43;18430.72429;73630.74352;
5.74;73.56;16669.14597;47840.44893;
2.71;15.55;1663.640257;2254.232548;
8.45;44.45;14828.19235;62649.11267;
1.17;60.01;2771.846813;1621.530386;
2.07;54.84;4481.542592;4638.396583;
2.74;48.87;5286.310135;7242.244885;
5.52;77.21;16825.67;46438.8492;
2.4;28.31;2682.321606;3218.785927;
5.17;60.74;12397.24167;32046.86972;
7.03;24.63;6835.644582;24027.29071;
1.26;68.74;3419.320497;2154.171913;
8.7;59.43;20411.96052;88792.02825;
2.87;84.11;9529.920252;13675.43556;
7.18;70.25;19912.71645;71486.65205;
3.91;38.8;5989.191778;11708.86993;
4.34;69.31;11875.3212;25769.447;
3.4;27.31;3665.728988;6231.73928;
2.93;32.98;3814.854763;5588.762228;
5.72;73.91;16690.10111;47733.68919;
2.12;87.08;7288.094883;7725.380576;
7.42;24.18;7083.043982;26278.09317;
5.47;69.52;15012.63157;41059.54734;
2.62;80.35;8310.878039;10887.25023;
6.74;32.71;8703.625129;29331.21668;
7.53;33.07;9830.801064;37012.96601;
1.27;88.38;4431.160236;2813.78675;
8.14;65.08;20913.7391;85118.91814;
7.27;80.91;23221.82505;84411.33404;
6.86;38.44;10410.39556;35707.65676;
8.88;53.22;18657.2475;82838.17889;
5.47;85.03;18361.96867;50219.98432;
8.49;15.86;5315.8242;22565.67373;
7.4;18.84;5503.923069;20364.51535;
4.26;65.96;11093.02477;23628.14276;
8.06;41.49;13201.95394;53203.87439;
5.28;53.45;11141.4411;29413.40451;
4.79;66.67;12607.40503;30194.73504;
6.5;61.52;15786.62963;51306.5463;
1.77;56.2;3927.076113;3475.46236;
6.9;29.7;8090.31212;27911.57681;
6.52;83.72;21549.46795;70251.26553;
2.26;63.89;5700.343988;6441.388706;
6.18;85.37;20828.28412;64359.39792;
6.41;19.14;4843.504412;15523.43164;
3.98;74.68;11734.02794;23350.71561;
7.88;66.68;20743.47658;81729.29773;
3.05;25.2;3034.311177;4627.324545;
5.05;57.51;11465.53917;28950.48641;
6.06;71.75;17165.41337;52011.2025;
3.69;67.52;9836.000372;18147.42069;
7.48;67.63;19971.04186;74691.69656;
5.17;44.26;9033.617326;23351.90079;
7.24;18.89;5399.210514;19545.14206;
3.34;10.13;1335.720677;2230.65353;
2.55;58.32;5871.072352;7485.617249;
2.66;81.44;8552.225397;11374.45978;
6.72;38.27;10152.83836;34113.53689;
5.26;50.44;10474.19268;27547.12675;
7.4;88.33;25804.75184;95477.58181;
5.44;17.79;3820.626508;10392.1041;
3.37;69.05;9186.568559;15479.36802;
7.66;12.9;3901.020357;14940.90797;
1.9;89.59;6720.055723;6384.052937;
4.51;70.57;12564.82361;28333.67723;
5.86;36.2;8374.635683;24537.68255;
3.39;35.41;4738.985301;8032.580086;
4.52;48.98;8740.111082;19752.65105;
4.27;72.59;12236.70269;26125.36023;
1.1;55.41;2406.249031;1323.436967;
4.28;10.45;1765.711706;3778.62305;
5.05;32.77;6533.224112;16496.39088;
2.3;31.59;2868.383388;3298.640896;
7.32;42.77;12359.76086;45236.72475;
6.68;55.91;14744.35203;49246.13579;
2.31;57.12;5209.066663;6016.471996;
8.25;54.34;17698.372;73005.78452;
4.11;85.5;13872.91334;28508.83691;
7.67;32.56;9859.150516;37809.84223;
1.25;42.32;2088.408291;1305.255182;
5.02;41.14;8153.193343;20464.51529;
4.16;81.17;13330.56673;27727.5788;
1.56;58.02;3573.238951;2787.126382;
8.26;28.45;9277.309702;38315.28907;
7.44;61.78;18145.9862;67503.06866;
3.19;28.5;3589.180337;5724.742637;
3.92;62.27;9636.618572;18887.7724;
7.45;81.65;24014.42534;89453.73439;
